과목명,과목구분,운영학과,강의시간,교수명,성적평가방식,수업형태
대학글쓰기,교양(기초),인문대학 국어국문학과,목14:00~16:00(교306),이근영,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목16:00~18:00(교306),박종덕,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금09:00~11:00(교306),지민재,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금11:00~13:00(교306),지민재,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금13:00~15:00(교306),이미경,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금15:00~17:00(교307),이미경,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월10:00~12:00(교201),류상범,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월12:00~14:00(교201),류상범,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월14:00~16:00(교201),백민정,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월16:00~18:00(교201),백민정,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화10:00~12:00(교201),박종윤,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화12:00~14:00(교201),이하은,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화14:00~16:00(교201),권양현,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화16:00~18:00(교201),백민정,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수09:00~11:00(교201),이근영,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수11:00~13:00(교201),장지현,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수13:00~15:00(교201),김기영,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수15:00~17:00(교201),함병호,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목09:00~11:00(교201),김성옥,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목11:00~13:00(교201),김성옥,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금13:00~15:00(교210),조규찬,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목16:00~18:00(교201),이근영,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목12:00~14:00(교101),이미경,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금11:00~13:00(교201),이상숙,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금13:00~15:00(교201),류상범,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화09:00~11:00(교207),이정은,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월10:00~12:00(교210),지민재,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화09:00~11:00(교210),차진명,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화11:00~13:00(교210),박종덕,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화13:00~15:00(교210),유현승,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,화16:00~18:00(교210),송지혜,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수09:00~11:00(교210),차진명,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수13:00~15:00(교210),양미영,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,수16:00~18:00(교210),차진명,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목09:00~11:00(교210),백윤경,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목11:00~13:00(교210),고영진,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목13:00~15:00(교210),고영진,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,월12:00~14:00(인0460),신효경,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,목14:00~16:00(교201),함병호,GRADE,가상강의(보조강의)
대학글쓰기,교양(기초),인문대학 국어국문학과,금16:00~18:00(경E203),이하은,GRADE,가상강의(보조강의)
한국인의 삶과 문학,교양(균형),인문대학 국어국문학과,"화10:30~12:00(교307), 목09:00~10:30(교307)",이하은,GRADE,가상강의(보조강의)
행복한 삶을 위한 말하기,교양(균형),인문대학 국어국문학과,"월10:30~12:00(교208), 수09:00~10:30(교208)",장지현,GRADE,가상강의(보조강의)
미래설계상담3,전공(기초),인문대학 국어국문학과,,윤준섭,PASS/FAIL,가상강의(보조강의)
국어문법론,전공(핵심),인문대학 국어국문학과,"화13:00~14:00(인0120), 수13:00~15:00(인0120)",박재희,GRADE,가상강의(보조강의)
영상예술시대의희곡론,전공(핵심),인문대학 국어국문학과,"월16:00~18:00(인0120), 목15:00~16:00(인0120)",윤석진,GRADE,가상강의(보조강의)
현대시명작읽기,전공(심화),인문대학 국어국문학과,"월12:00~13:00(인0120), 화10:00~12:00(인0120)",이형권,GRADE,가상강의(보조강의)
시조가사명작감상,전공(심화),인문대학 국어국문학과,"수11:00~12:00(인0105), 목10:00~12:00(인0105)",정기선,GRADE,가상강의(보조강의)
텍스트의이해와실제,전공(심화),인문대학 국어국문학과,"수15:00~16:00(인0105), 목16:00~18:00(인0105)",유세진,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),인문대학 국어국문학과,,윤준섭,PASS/FAIL,가상강의(보조강의)
현대문학교육론,전공(심화),인문대학 국어국문학과,"수14:00~16:00(인0104), 목15:00~16:00(인0104)",송기섭,GRADE,가상강의(보조강의)
국문학사,전공(핵심),인문대학 국어국문학과,"월12:00~13:00(인0105), 수12:00~14:00(인0105)",윤보윤,GRADE,가상강의(보조강의)
국어의미론,전공(핵심),인문대학 국어국문학과,"월14:00~16:00(인0104), 수11:00~12:00(인0104)",함병호,GRADE,가상강의(보조강의)
소설론,전공(심화),인문대학 국어국문학과,"화14:00~16:00(인0104), 목13:00~14:00(인0104)",송기섭,GRADE,가상강의(보조강의)
조선조시가론,전공(심화),인문대학 국어국문학과,"월10:00~12:00(인0105), 수10:00~11:00(인0105)",정기선,GRADE,가상강의(보조강의)
민속학의 이해,전공(핵심),인문대학 국어국문학과,"월16:00~18:00(인0105), 화11:00~12:00(인0105)",윤준섭,GRADE,가상강의(보조강의)
국어규범론,전공(심화),인문대학 국어국문학과,"화16:00~18:00(인0120), 목14:00~15:00(인0120)",김정태,GRADE,가상강의(보조강의)
비교문학의이해,전공(심화),인문대학 국어국문학과,"화13:00~14:00(인0105), 수16:00~18:00(인0105)",홍혜원,GRADE,가상강의(보조강의)
비평론,전공(심화),인문대학 국어국문학과,"화15:00~17:00(인0105), 수14:00~15:00(인0105)",홍혜원,GRADE,가상강의(보조강의)
국어방언학,전공(심화),인문대학 국어국문학과,"월12:00~14:00(인0104), 화13:00~14:00(인0104)",유소연,GRADE,가상강의(보조강의)
외국어로서의 한국어교육,전공(심화),인문대학 국어국문학과,"화10:00~12:00(인0104), 목16:00~17:00(인0104)",이금영,GRADE,가상강의(보조강의)
고전소설론,전공(심화),인문대학 국어국문학과,"수10:00~12:00(인0120), 목13:00~14:00(인0120)",김현화,GRADE,가상강의(보조강의)
고전시가의이해,전공(심화),인문대학 국어국문학과,"화17:00~18:00(인0104), 수16:00~18:00(인0104)",김기영,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,월16:00~18:00(인0456),제러미로렌스셜리번,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,금10:00~12:00(인0501),제러미로렌스셜리번,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,월14:00~16:00(인0133),버나드 의성 박,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,화14:00~16:00(인0501),버나드 의성 박,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,화16:00~18:00(인0501),버나드 의성 박,GRADE,가상강의(보조강의)
영어회화1,전공(기초),인문대학 영어영문학과,수15:00~17:00(인0456),버나드 의성 박,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,월14:00~16:00(인0501),제러미로렌스셜리번,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,화10:00~12:00(인0501),제러미로렌스셜리번,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,화12:00~14:00(인0501),제러미로렌스셜리번,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,월16:00~18:00(인0501),버나드 의성 박,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,수12:00~14:00(인0456),버나드 의성 박,GRADE,가상강의(보조강의)
영작문 1,전공(기초),인문대학 영어영문학과,목16:00~18:00(인0501),버나드 의성 박,GRADE,가상강의(보조강의)
영미명작읽기,교양(균형),인문대학 영어영문학과,"화12:00~13:00(교106A), 목12:00~14:00(교106A)",정귀훈,GRADE,가상강의(보조강의)
통합영어,교양(소양),인문대학 영어영문학과,"월10:30~12:00(공2258-G), 수09:00~10:30(공2258-G)",러셀커크비,GRADE,가상강의(보조강의)
통합영어,교양(소양),인문대학 영어영문학과,"월13:30~15:00(공2258-G), 수12:00~13:30(공2258-G)",러셀커크비,GRADE,가상강의(보조강의)
통합영어,교양(소양),인문대학 영어영문학과,"월16:30~18:00(공2258-G), 수15:00~16:30(공2258-G)",러셀커크비,GRADE,가상강의(보조강의)
실용의사소통영어,교양(소양),인문대학 영어영문학과,"화16:30~18:00(공2258-H), 목15:00~16:30(공2258-H)",정귀훈,GRADE,가상강의(보조강의)
실용의사소통영어,교양(소양),인문대학 영어영문학과,"수10:30~12:00(공2258-H), 금10:30~12:00(공2258-H)",우든버그 네이든 아서,GRADE,가상강의(보조강의)
실용의사소통영어,교양(소양),인문대학 영어영문학과,"수13:30~15:00(공2258-H), 목13:30~15:00(공2258-H)",우든버그 네이든 아서,GRADE,가상강의(보조강의)
World Englishes and Cross-cultural Communication,교양(소양),인문대학 영어영문학과,"화12:00~13:00(교104A), 목12:00~14:00(교104A)",김웅식,GRADE,가상강의(보조강의)
시사영어,교양(소양),인문대학 영어영문학과,"화13:00~15:00(교104A), 목14:00~15:00(교104A)",유명혜,GRADE,가상강의(보조강의)
고급영문읽기,교양(소양),인문대학 영어영문학과,"화15:00~16:00(교104A), 목15:00~17:00(교104A)",최동오,GRADE,가상강의(보조강의)
영미언어와문화,교양(균형),인문대학 영어영문학과,"화16:00~18:00(교104A), 목17:00~18:00(교104A)",김웅식,GRADE,가상강의(보조강의)
영어발음의기초,교양(소양),인문대학 영어영문학과,목15:00~18:00(인0465),조현관,GRADE,가상강의(보조강의)
중급영어회화,교양(소양),인문대학 영어영문학과,"화13:30~15:00(공2258-E), 목12:00~13:30(공2258-E)",고윤힐,GRADE,가상강의(보조강의)
영미문화읽기:주제별,교양(소양),인문대학 영어영문학과,"월12:00~13:00(인0124), 목12:00~14:00(인0124)",제러미로렌스셜리번,GRADE,가상강의(보조강의)
대학생활과 진로설계,교양(소양필수),인문대학 영어영문학과,수17:00~18:00(인0124),김명주,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"화15:00~16:30(인0132), 목15:00~16:30(인0133)",김명주,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월15:00~16:30(공2258-B), 목16:30~18:00(공2258-B)",박종성,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월16:30~18:00(공2258-B), 수15:00~16:30(공2258-B)",박종성,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월13:30~15:00(공2258-C), 목12:00~13:30(공2258-C)",최동오,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월10:30~12:00(공2258-D), 수10:30~12:00(공2258-D)",한정민,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"화10:30~12:00(공2258-B), 목15:00~16:30(공2258-B)",채희숙,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월10:30~12:00(공2258-E), 화12:00~13:30(공2258-E)",정혜인,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"목16:30~18:00(공2258-A), 금12:00~13:30(공2258-A)",송숙이,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"화10:30~12:00(공2258-A), 수12:00~13:30(공2258-A)",전주현,GRADE,가상강의(보조강의)
대학영어 ,교양(기초),인문대학 영어영문학과,"월09:00~10:30(공2258-A), 목10:30~12:00(공2258-A)",스티븐 로랜드,GRADE,가상강의(보조강의)
